Area,Year,Population
Madagascar,1928,
Malawi,1928,
Malaysia,1928,4221000
Maldives,1928,
Mali,1928,
Malta,1928,
Marshall Islands,1928,
Martinique,1928,
Mauritania,1928,
Mauritius,1928,
Mayotte,1928,
Mexico,1928,16613000
Micronesia - Fed. Sts.,1928,
Moldova,1928,
Monaco,1928,
Mongolia,1928,
Montenegro,1928,
Montserrat,1928,
Morocco,1928,
Mozambique,1928,
Myanmar,1928,14215000
Namibia,1928,
Nauru,1928,
Nepal,1928,
Netherlands,1928,7679000
Netherlands Antilles,1928,
New Caledonia,1928,
New Zealand,1928,1454000
Ngorno-Karabakh,1928,
Nicaragua,1928,790266
Niger,1928,
Nigeria,1928,
Niue,1928,
Norfolk Island,1928,
Northern Cyprus,1928,
Northern Mariana Islands,1928,
Norway,1928,2785000
Oman,1928,
Pakistan,1928,
Palau,1928,
Panama,1928,504000
Papua New Guinea,1928,
Paraguay,1928,841000
Peru,1928,5312000
Philippines,1928,10919723
Pitcairn,1928,
Poland,1928,27509000
Portugal,1928,6619000
Puerto Rico,1928,1502000
Qatar,1928,
Reunion,1928,
Romania,1928,13760000
Russia,1928,
Rwanda,1928,
Saint Barthélemy,1928,
Saint Helena,1928,
Saint Kitts and Nevis,1928,
Saint Lucia,1928,
Saint Martin,1928,
Saint Vincent and the Grenadines,1928,
Saint-Pierre-et-Miquelon,1928,
Samoa,1928,
San Marino,1928,
Sao Tome and Principe,1928,
Saudi Arabia,1928,
Senegal,1928,
Serbia,1928,
Serbia and Montenegro,1928,
Serbia excluding Kosovo,1928,
Seychelles,1928,
Sierra Leone,1928,
Singapore,1928,553000
Slovak Republic,1928,
Slovenia,1928,
Solomon Islands,1928,
Somalia,1928,
Somaliland,1928,
South Africa,1928,
South Ossetia,1928,
South Sudan,1928,
Spain,1928,22977000
Sri Lanka,1928,5730000
Sudan,1928,
Suriname,1928,
Svalbard,1928,
Swaziland,1928,
Sweden,1928,6105474
Switzerland,1928,3988000
Syria,1928,
Taiwan,1928,4388000
Tajikistan,1928,
Tanzania,1928,
Thailand,1928,11734000
Timor-Leste,1928,
Togo,1928,
Tokelau,1928,
Tonga,1928,
Transnistria,1928,
Trinidad and Tobago,1928,392000
Tunisia,1928,
Turkey,1928,14476000
Turkmenistan,1928,
Turks and Caicos Islands,1928,
Tuvalu,1928,
Uganda,1928,
Ukraine,1928,
United Arab Emirates,1928,
United Kingdom,1928,45578000
United States,1928,120971000
Uruguay,1928,1646000
USSR,1928,169269000
Uzbekistan,1928,
Wallis et Futuna,1928,
Vanuatu,1928,
Venezuela,1928,3221000
West Bank and Gaza,1928,
West Germany,1928,
Western Sahara,1928,
Vietnam,1928,
Virgin Islands (U.S.),1928,
Yemen Arab Republic (Former),1928,
Yemen Democratic (Former),1928,
Yemen - Rep.,1928,
Yugoslavia,1928,13986000
Zambia,1928,
Zimbabwe,1928,
Åland,1928,
Abkhazia,1929,
Afghanistan,1929,
Akrotiri and Dhekelia,1929,
Albania,1929,977000
Algeria,1929,
American Samoa,1929,
Andorra,1929,
Angola,1929,
Anguilla,1929,
Antigua and Barbuda,1929,
Argentina,1929,11592000
Armenia,1929,
Aruba,1929,
Australia,1929,6396000
Austria,1929,6664000
Azerbaijan,1929,
Bahamas,1929,
Bahrain,1929,
Bangladesh,1929,34427000
Barbados,1929,
Belarus,1929,
Belgium,1929,8032000
Belize,1929,
Benin,1929,
Bermuda,1929,
Bhutan,1929,
Bolivia,1929,2370000
Bosnia and Herzegovina,1929,
Botswana,1929,
Brazil,1929,32894000
British Virgin Islands,1929,
Brunei,1929,
Bulgaria,1929,5950000
Burkina Faso,1929,
Burundi,1929,
Cambodia,1929,
Cameroon,1929,
Canada,1929,10305000
Cape Verde,1929,
Cayman Islands,1929,
Central African Rep.,1929,
Chad,1929,
Channel Islands,1929,
Chile,1929,4201905
China,1929,487273000
Christmas Island,1929,
Cocos Island,1929,
Colombia,1929,7821000
Comoros,1929,
Congo - Dem. Rep.,1929,
Congo - Rep.,1929,
Cook Islands,1929,
Costa Rica,1929,
Cote d'Ivoire,1929,
Croatia,1929,
Cuba,1929,3742000
Cyprus,1929,
Czech Rep.,1929,
Czechoslovakia,1929,13884000
Denmark,1929,3518000
Djibouti,1929,
Dominica,1929,
Dominican Rep.,1929,1213000
East Germany,1929,
Ecuador,1929,1928000
Egypt,1929,
El Salvador,1929,
Equatorial Guinea,1929,
Eritrea,1929,
Eritrea and Ethiopia,1929,
Estonia,1929,
Ethiopia,1929,
Faeroe Islands,1929,
Falkland Islands (Malvinas),1929,
Fiji,1929,
Finland,1929,3424000
France,1929,41230000
French Guiana,1929,
French Polynesia,1929,
Gabon,1929,
Gambia,1929,
Georgia,1929,
Germany,1929,64739000
Ghana,1929,
Gibraltar,1929,
Greece,1929,6275000
Greenland,1929,
Grenada,1929,
Guadeloupe,1929,
Guam,1929,
Guatemala,1929,1857565
Guernsey,1929,
Guinea,1929,
Guinea-Bissau,1929,
Guyana,1929,
Haiti,1929,2390000
Holy See,1929,
Honduras,1929,930000
Hong Kong - China,1929,785000
Hungary,1929,8583000
Iceland,1929,
India,1929,275861000
Indonesia,1929,56677832
Iran,1929,
Iraq,1929,
Ireland,1929,2937000
Isle of Man,1929,
Israel,1929,
Italy,1929,40469000
Jamaica,1929,985000
Japan,1929,63244000
Jersey,1929,
Jordan,1929,
Kazakhstan,1929,
Kenya,1929,
Kiribati,1929,
Korea - Dem. Rep.,1929,
Korea - Rep.,1929,13716000
Korea - United,1929,
Kosovo,1929,
Kuwait,1929,
Kyrgyzstan,1929,
Laos,1929,
Latvia,1929,
Lebanon,1929,
Lesotho,1929,
Liberia,1929,
Libya,1929,
Liechtenstein,1929,
Lithuania,1929,
Luxembourg,1929,
Macao - China,1929,
Macedonia - FYR,1929,
Madagascar,1929,
Malawi,1929,
Malaysia,1929,4316000
Maldives,1929,
Mali,1929,
Malta,1929,
Marshall Islands,1929,
Martinique,1929,
Mauritania,1929,
Mauritius,1929,
Mayotte,1929,
Mexico,1929,16875000
Micronesia - Fed. Sts.,1929,
Moldova,1929,
Monaco,1929,
Mongolia,1929,
Montenegro,1929,
Montserrat,1929,
Morocco,1929,
Mozambique,1929,
Myanmar,1929,14364000
Namibia,1929,
Nauru,1929,
Nepal,1929,
Netherlands,1929,7782000
Netherlands Antilles,1929,
New Caledonia,1929,
New Zealand,1929,1471000
Ngorno-Karabakh,1929,
Nicaragua,1929,802061
Niger,1929,
Nigeria,1929,
Niue,1929,
Norfolk Island,1929,
Northern Cyprus,1929,
Northern Mariana Islands,1929,
Norway,1929,2795000
Oman,1929,
Pakistan,1929,22812000
Palau,1929,
Panama,1929,506000
Papua New Guinea,1929,
Paraguay,1929,860000
Peru,1929,5396000
Philippines,1929,11221815
Pitcairn,1929,
Poland,1929,27856000
Portugal,1929,6701000
Puerto Rico,1929,1526000
Qatar,1929,
Reunion,1929,
Romania,1929,13952000
Russia,1929,
Rwanda,1929,
Saint Barthélemy,1929,
Saint Helena,1929,
Saint Kitts and Nevis,1929,
Saint Lucia,1929,
Saint Martin,1929,
Saint Vincent and the Grenadines,1929,
Saint-Pierre-et-Miquelon,1929,
Samoa,1929,
San Marino,1929,
Sao Tome and Principe,1929,
Saudi Arabia,1929,
Senegal,1929,
Serbia,1929,
Serbia and Montenegro,1929,
Serbia excluding Kosovo,1929,
Seychelles,1929,
Sierra Leone,1929,
Singapore,1929,575000
Slovak Republic,1929,
Slovenia,1929,
Solomon Islands,1929,
Somalia,1929,
Somaliland,1929,
South Africa,1929,
South Ossetia,1929,
South Sudan,1929,
Spain,1929,23210000
Sri Lanka,1929,5669000
Sudan,1929,
Suriname,1929,
Svalbard,1929,
Swaziland,1929,
Sweden,1929,6120967
Switzerland,1929,4022000
Syria,1929,
Taiwan,1929,4493000
Tajikistan,1929,
Tanzania,1929,
Thailand,1929,12058000
Timor-Leste,1929,
Togo,1929,
Tokelau,1929,
Tonga,1929,
Transnistria,1929,
Trinidad and Tobago,1929,398000
Tunisia,1929,
Turkey,1929,14705000
Turkmenistan,1929,
Turks and Caicos Islands,1929,
Tuvalu,1929,
Uganda,1929,
Ukraine,1929,
United Arab Emirates,1929,
United Kingdom,1929,45672000
United States,1929,122245000
Uruguay,1929,1685000
USSR,1929,172017000
Uzbekistan,1929,
Wallis et Futuna,1929,
Vanuatu,1929,
Venezuela,1929,3259000
West Bank and Gaza,1929,
West Germany,1929,
Western Sahara,1929,
Vietnam,1929,
Virgin Islands (U.S.),1929,
Yemen Arab Republic (Former),1929,
Yemen Democratic (Former),1929,
Yemen - Rep.,1929,
Yugoslavia,1929,14194000
Zambia,1929,
Zimbabwe,1929,
Åland,1929,
Abkhazia,1930,
Afghanistan,1930,
Akrotiri and Dhekelia,1930,
Albania,1930,982000
Algeria,1930,
American Samoa,1930,10000
Andorra,1930,
Angola,1930,
Anguilla,1930,
Antigua and Barbuda,1930,
Argentina,1930,11896000
Armenia,1930,
Aruba,1930,
Australia,1930,6469000
Austria,1930,6684000
Azerbaijan,1930,
Bahamas,1930,
Bahrain,1930,
Bangladesh,1930,
Barbados,1930,
Belarus,1930,
Belgium,1930,8076000
Belize,1930,
Benin,1930,
Bermuda,1930,
Bhutan,1930,
Bolivia,1930,2397000
Bosnia and Herzegovina,1930,
Botswana,1930,
Brazil,1930,33568000
British Virgin Islands,1930,
Brunei,1930,
Bulgaria,1930,6027000
Burkina Faso,1930,
Burundi,1930,
Cambodia,1930,
Cameroon,1930,
Canada,1930,10488000
Cape Verde,1930,
Cayman Islands,1930,
Central African Rep.,1930,
Chad,1930,
Channel Islands,1930,
Chile,1930,4265756
China,1930,489000000
Christmas Island,1930,
Cocos Island,1930,
Colombia,1930,7914000
Comoros,1930,
Congo - Dem. Rep.,1930,
Congo - Rep.,1930,
Cook Islands,1930,
Costa Rica,1930,
Cote d'Ivoire,1930,
Croatia,1930,
Cuba,1930,3837000
Cyprus,1930,
Czech Rep.,1930,
Czechoslovakia,1930,13964000
Denmark,1930,3542000
Djibouti,1930,
Dominica,1930,
Dominican Rep.,1930,1256000
East Germany,1930,
Ecuador,1930,1944000
Egypt,1930,
El Salvador,1930,
Equatorial Guinea,1930,
Eritrea,1930,
Eritrea and Ethiopia,1930,
Estonia,1930,
Ethiopia,1930,
Faeroe Islands,1930,
Falkland Islands (Malvinas),1930,
Fiji,1930,
Finland,1930,3449000
France,1930,41610000
French Guiana,1930,
French Polynesia,1930,
Gabon,1930,
Gambia,1930,
Georgia,1930,
Germany,1930,65084000
Ghana,1930,
Gibraltar,1930,
Greece,1930,6351000
Greenland,1930,
Grenada,1930,
Guadeloupe,1930,
Guam,1930,19000
Guatemala,1930,1876639
Guernsey,1930,
Guinea,1930,
Guinea-Bissau,1930,
Guyana,1930,
Haiti,1930,2422000
Holy See,1930,
Honduras,1930,950000
Hong Kong - China,1930,821000
Hungary,1930,8649000
Iceland,1930,
India,1930,
Indonesia,1930,57371831
Iran,1930,
Iraq,1930,
Ireland,1930,2927000
Isle of Man,1930,
Israel,1930,
Italy,1930,40791000
Jamaica,1930,1009000
Japan,1930,64203000
Jersey,1930,
Jordan,1930,
Kazakhstan,1930,
Kenya,1930,
Kiribati,1930,
Korea - Dem. Rep.,1930,
Korea - Rep.,1930,13900000
Korea - United,1930,
Kosovo,1930,
Kuwait,1930,
Kyrgyzstan,1930,
Laos,1930,
Latvia,1930,
Lebanon,1930,
Lesotho,1930,
Liberia,1930,
Libya,1930,
Liechtenstein,1930,
Lithuania,1930,
Luxembourg,1930,
Macao - China,1930,
Macedonia - FYR,1930,
Madagascar,1930,
Malawi,1930,
Malaysia,1930,4413000
Maldives,1930,
Mali,1930,
Malta,1930,
Marshall Islands,1930,
Martinique,1930,
Mauritania,1930,
Mauritius,1930,
Mayotte,1930,
Mexico,1930,17175000
Micronesia - Fed. Sts.,1930,
Moldova,1930,
Monaco,1930,
Mongolia,1930,
Montenegro,1930,
Montserrat,1930,
Morocco,1930,
Mozambique,1930,
Myanmar,1930,14515000
Namibia,1930,
Nauru,1930,
Nepal,1930,
Netherlands,1930,7884000
Netherlands Antilles,1930,
New Caledonia,1930,
New Zealand,1930,1493000
Ngorno-Karabakh,1930,
Nicaragua,1930,802061
Niger,1930,
Nigeria,1930,
Niue,1930,
Norfolk Island,1930,
Northern Cyprus,1930,
Northern Mariana Islands,1930,
Norway,1930,2807000
Oman,1930,
Pakistan,1930,
Palau,1930,
Panama,1930,515000
Papua New Guinea,1930,
Paraguay,1930,880000
Peru,1930,5480000
Philippines,1930,11486473
Pitcairn,1930,
Poland,1930,28204000
Portugal,1930,6784000
Puerto Rico,1930,1552000
Qatar,1930,
Reunion,1930,
Romania,1930,14141000
Russia,1930,
Rwanda,1930,
Saint Barthélemy,1930,
Saint Helena,1930,
Saint Kitts and Nevis,1930,
Saint Lucia,1930,
Saint Martin,1930,
Saint Vincent and the Grenadines,1930,
Saint-Pierre-et-Miquelon,1930,
Samoa,1930,
San Marino,1930,
Sao Tome and Principe,1930,
Saudi Arabia,1930,
Senegal,1930,
Serbia,1930,
Serbia and Montenegro,1930,
Serbia excluding Kosovo,1930,
Seychelles,1930,
Sierra Leone,1930,
Singapore,1930,596000
Slovak Republic,1930,
Slovenia,1930,
Solomon Islands,1930,
Somalia,1930,
Somaliland,1930,
South Africa,1930,
South Ossetia,1930,
South Sudan,1930,
Spain,1930,23445000
Sri Lanka,1930,5707000
Sudan,1930,
Suriname,1930,
Svalbard,1930,
Swaziland,1930,
Sweden,1930,6130024
Switzerland,1930,4051000
Syria,1930,
Taiwan,1930,4614000
Tajikistan,1930,
Tanzania,1930,
Thailand,1930,12392000
Timor-Leste,1930,
Togo,1930,
Tokelau,1930,
Tonga,1930,
Transnistria,1930,
Trinidad and Tobago,1930,405000
Tunisia,1930,
Turkey,1930,14928000
Turkmenistan,1930,
Turks and Caicos Islands,1930,
Tuvalu,1930,
Uganda,1930,
Ukraine,1930,
United Arab Emirates,1930,
United Kingdom,1930,45866000
United States,1930,123668000
Uruguay,1930,1713000
USSR,1930,174212000
Uzbekistan,1930,
Wallis et Futuna,1930,
Vanuatu,1930,
Venezuela,1930,3300000
West Bank and Gaza,1930,
West Germany,1930,
Western Sahara,1930,
Vietnam,1930,
Virgin Islands (U.S.),1930,22000
Yemen Arab Republic (Former),1930,
Yemen Democratic (Former),1930,
Yemen - Rep.,1930,
Yugoslavia,1930,14407000
Zambia,1930,
Zimbabwe,1930,
Åland,1930,19705
Abkhazia,1931,
Afghanistan,1931,
Akrotiri and Dhekelia,1931,
Albania,1931,988000
Algeria,1931,
American Samoa,1931,
Andorra,1931,
Angola,1931,
Anguilla,1931,
Antigua and Barbuda,1931,
Argentina,1931,12167000
Armenia,1931,
Aruba,1931,
Australia,1931,6527000
Austria,1931,6705000
Azerbaijan,1931,
Bahamas,1931,60000
Bahrain,1931,
Bangladesh,1931,
Barbados,1931,
Belarus,1931,
Belgium,1931,8126000
Belize,1931,51000
Benin,1931,
Bermuda,1931,28000
Bhutan,1931,
Bolivia,1931,2425000
Bosnia and Herzegovina,1931,
Botswana,1931,
Brazil,1931,34256000
British Virgin Islands,1931,
Brunei,1931,30000
Bulgaria,1931,6106000
Burkina Faso,1931,
Burundi,1931,
Cambodia,1931,
Cameroon,1931,3023000
Canada,1931,10657000
Cape Verde,1931,
Cayman Islands,1931,
Central African Rep.,1931,
Chad,1931,
Channel Islands,1931,
Chile,1931,4332156
China,1931,492640000
Christmas Island,1931,
Cocos Island,1931,
Colombia,1931,8009000
Comoros,1931,
Congo - Dem. Rep.,1931,
Congo - Rep.,1931,
Cook Islands,1931,
Costa Rica,1931,
Cote d'Ivoire,1931,
Croatia,1931,
Cuba,1931,3910000
Cyprus,1931,348000
Czech Rep.,1931,
Czechoslovakia,1931,14052000
Denmark,1931,3569000
Djibouti,1931,
Dominica,1931,
Dominican Rep.,1931,1300000
East Germany,1931,
Ecuador,1931,1995000
Egypt,1931,
El Salvador,1931,
Equatorial Guinea,1931,
Eritrea,1931,
Eritrea and Ethiopia,1931,
Estonia,1931,
Ethiopia,1931,
Faeroe Islands,1931,
Falkland Islands (Malvinas),1931,
Fiji,1931,
Finland,1931,3476000
France,1931,41860000
French Guiana,1931,
French Polynesia,1931,40000
Gabon,1931,
Gambia,1931,
Georgia,1931,
Germany,1931,65423000
Ghana,1931,
Gibraltar,1931,
Greece,1931,6440000
Greenland,1931,
Grenada,1931,
Guadeloupe,1931,
Guam,1931,
Guatemala,1931,1917965
Guernsey,1931,
Guinea,1931,
Guinea-Bissau,1931,
Guyana,1931,
Haiti,1931,2453000
Holy See,1931,
Honduras,1931,970000
Hong Kong - China,1931,840000
Hungary,1931,8723000
Iceland,1931,
India,1931,
Indonesia,1931,58223944
Iran,1931,
Iraq,1931,
Ireland,1931,2933000
Isle of Man,1931,
Israel,1931,588805
Italy,1931,41132000
Jamaica,1931,1039000
Japan,1931,65205000
Jersey,1931,
Jordan,1931,
Kazakhstan,1931,
Kenya,1931,3041000
Kiribati,1931,
Korea - Dem. Rep.,1931,
Korea - Rep.,1931,14117000
Korea - United,1931,
Kosovo,1931,
Kuwait,1931,
Kyrgyzstan,1931,
Laos,1931,
Latvia,1931,
Lebanon,1931,
Lesotho,1931,
Liberia,1931,
Libya,1931,
Liechtenstein,1931,
Lithuania,1931,
Luxembourg,1931,
Macao - China,1931,
Macedonia - FYR,1931,
Madagascar,1931,
Malawi,1931,1603000
Malaysia,1931,4513000
Maldives,1931,79000
Mali,1931,
Malta,1931,
Marshall Islands,1931,
Martinique,1931,
Mauritania,1931,
Mauritius,1931,393000
Mayotte,1931,
Mexico,1931,17480000
Micronesia - Fed. Sts.,1931,
Moldova,1931,
Monaco,1931,
Mongolia,1931,
Montenegro,1931,
Montserrat,1931,
Morocco,1931,
Mozambique,1931,
Myanmar,1931,14667000
Namibia,1931,
Nauru,1931,
Nepal,1931,
Netherlands,1931,7999000
Netherlands Antilles,1931,
New Caledonia,1931,
New Zealand,1931,1514000
Ngorno-Karabakh,1931,
Nicaragua,1931,813856
Niger,1931,
Nigeria,1931,19158000
Niue,1931,
Norfolk Island,1931,
Northern Cyprus,1931,
Northern Mariana Islands,1931,
Norway,1931,2824000
Oman,1931,
Pakistan,1931,
Palau,1931,
Panama,1931,527000
Papua New Guinea,1931,
Paraguay,1931,901000
Peru,1931,5569000
Philippines,1931,11758965
Pitcairn,1931,
Poland,1931,28615000
Portugal,1931,6869000
Puerto Rico,1931,1584000
Qatar,1931,
Reunion,1931,
Romania,1931,14355000
Russia,1931,
Rwanda,1931,
Saint Barthélemy,1931,
Saint Helena,1931,4200
Saint Kitts and Nevis,1931,
Saint Lucia,1931,
Saint Martin,1931,
Saint Vincent and the Grenadines,1931,48000
Saint-Pierre-et-Miquelon,1931,
Samoa,1931,
San Marino,1931,
Sao Tome and Principe,1931,
Saudi Arabia,1931,
Senegal,1931,
Serbia,1931,
Serbia and Montenegro,1931,
Serbia excluding Kosovo,1931,
Seychelles,1931,27000
Sierra Leone,1931,
Singapore,1931,563000
Slovak Republic,1931,
Slovenia,1931,
Solomon Islands,1931,94000
Somalia,1931,
Somaliland,1931,
South Africa,1931,
South Ossetia,1931,
South Sudan,1931,
Spain,1931,23675000
Sri Lanka,1931,5748000
Sudan,1931,
Suriname,1931,
Svalbard,1931,
Swaziland,1931,
Sweden,1931,6142264
Switzerland,1931,4080000
Syria,1931,
Taiwan,1931,4742000
Tajikistan,1931,
Tanzania,1931,5299000
Thailand,1931,12735000
Timor-Leste,1931,
Togo,1931,
Tokelau,1931,
Tonga,1931,29000
Transnistria,1931,
Trinidad and Tobago,1931,412000
Tunisia,1931,
Turkey,1931,15174000
Turkmenistan,1931,
Turks and Caicos Islands,1931,
Tuvalu,1931,
Uganda,1931,3554000
Ukraine,1931,
United Arab Emirates,1931,
United Kingdom,1931,46074000
United States,1931,124633000
Uruguay,1931,1741000
USSR,1931,175987000
Uzbekistan,1931,
Wallis et Futuna,1931,
Vanuatu,1931,
Venezuela,1931,3336000
West Bank and Gaza,1931,465384
West Germany,1931,
Western Sahara,1931,
Vietnam,1931,
Virgin Islands (U.S.),1931,
Yemen Arab Republic (Former),1931,
Yemen Democratic (Former),1931,
Yemen - Rep.,1931,
Yugoslavia,1931,14618000
Zambia,1931,1345000
Zimbabwe,1931,
Åland,1931,
Abkhazia,1932,
Afghanistan,1932,
Akrotiri and Dhekelia,1932,
Albania,1932,993000
Algeria,1932,
American Samoa,1932,
Andorra,1932,
Angola,1932,
Anguilla,1932,
Antigua and Barbuda,1932,
Argentina,1932,12402000
Armenia,1932,
Aruba,1932,
Australia,1932,6579000
Austria,1932,6725000
Azerbaijan,1932,
Bahamas,1932,
Bahrain,1932,
Bangladesh,1932,
Barbados,1932,
Belarus,1932,
Belgium,1932,8186000
Belize,1932,
Benin,1932,
Bermuda,1932,
Bhutan,1932,
Bolivia,1932,2453000
Bosnia and Herzegovina,1932,
Botswana,1932,
Brazil,1932,34957000
British Virgin Islands,1932,
Brunei,1932,
Bulgaria,1932,6186000
Burkina Faso,1932,
Burundi,1932,
Cambodia,1932,
Cameroon,1932,
Canada,1932,10794000
Cape Verde,1932,
Cayman Islands,1932,
Central African Rep.,1932,
Chad,1932,
Channel Islands,1932,
Chile,1932,4401207
China,1932,496307000
Christmas Island,1932,
Cocos Island,1932,
Colombia,1932,8104000
Comoros,1932,
Congo - Dem. Rep.,1932,
Congo - Rep.,1932,
Cook Islands,1932,
Costa Rica,1932,
Cote d'Ivoire,1932,
Croatia,1932,
Cuba,1932,3984000
Cyprus,1932,
Czech Rep.,1932,
Czechoslovakia,1932,14138000
Denmark,1932,3603000
Djibouti,1932,
Dominica,1932,
Dominican Rep.,1932,1345000
East Germany,1932,
Ecuador,1932,2050000
Egypt,1932,
El Salvador,1932,
Equatorial Guinea,1932,167000
Eritrea,1932,
Eritrea and Ethiopia,1932,
Estonia,1932,
Ethiopia,1932,
Faeroe Islands,1932,
Falkland Islands (Malvinas),1932,
Fiji,1932,
Finland,1932,3503000
France,1932,41860000
French Guiana,1932,
French Polynesia,1932,
Gabon,1932,
Gambia,1932,
Georgia,1932,
Germany,1932,65716000
Ghana,1932,
Gibraltar,1932,
Greece,1932,6516000
Greenland,1932,
Grenada,1932,
Guadeloupe,1932,
Guam,1932,
Guatemala,1932,1970947
Guernsey,1932,
Guinea,1932,
Guinea-Bissau,1932,
Guyana,1932,
Haiti,1932,2485000
Holy See,1932,
Honduras,1932,990000
Hong Kong - China,1932,901000
Hungary,1932,8785000
Iceland,1932,
India,1932,
Indonesia,1932,59079844
Iran,1932,
Iraq,1932,
Ireland,1932,2949000
Isle of Man,1932,
Israel,1932,611936
Italy,1932,41431000
Jamaica,1932,1061000
Japan,1932,66189000
Jersey,1932,
Jordan,1932,
Kazakhstan,1932,
Kenya,1932,
Kiribati,1932,
Korea - Dem. Rep.,1932,
Korea - Rep.,1932,14338000
Korea - United,1932,
Kosovo,1932,
Kuwait,1932,
Kyrgyzstan,1932,
Laos,1932,
Latvia,1932,
Lebanon,1932,
Lesotho,1932,
Liberia,1932,
Libya,1932,
Liechtenstein,1932,
Lithuania,1932,
Luxembourg,1932,
Macao - China,1932,
Macedonia - FYR,1932,
Madagascar,1932,
Malawi,1932,
Malaysia,1932,4604000
Maldives,1932,
Mali,1932,
Malta,1932,
Marshall Islands,1932,
Martinique,1932,
Mauritania,1932,
Mauritius,1932,
Mayotte,1932,
Mexico,1932,17790000
Micronesia - Fed. Sts.,1932,
Moldova,1932,
Monaco,1932,
Mongolia,1932,
Montenegro,1932,
Montserrat,1932,
Morocco,1932,
Mozambique,1932,
Myanmar,1932,14870000
Namibia,1932,
Nauru,1932,
Nepal,1932,
Netherlands,1932,8123000
Netherlands Antilles,1932,
New Caledonia,1932,
New Zealand,1932,1527000
Ngorno-Karabakh,1932,
Nicaragua,1932,813856
Niger,1932,
Nigeria,1932,
Niue,1932,
Norfolk Island,1932,
Northern Cyprus,1932,
Northern Mariana Islands,1932,
Norway,1932,2842000
Oman,1932,
Pakistan,1932,
Palau,1932,
Panama,1932,543000
Papua New Guinea,1932,
Paraguay,1932,922000
Peru,1932,5660000
Philippines,1932,12039293
Pitcairn,1932,
Poland,1932,29022000
Portugal,1932,6954000
Puerto Rico,1932,1615000
Qatar,1932,
Reunion,1932,
Romania,1932,14554000
Russia,1932,
Rwanda,1932,
Saint Barthélemy,1932,
Saint Helena,1932,
Saint Kitts and Nevis,1932,
Saint Lucia,1932,
Saint Martin,1932,
Saint Vincent and the Grenadines,1932,
Saint-Pierre-et-Miquelon,1932,
Samoa,1932,
San Marino,1932,
Sao Tome and Principe,1932,
Saudi Arabia,1932,
Senegal,1932,
Serbia,1932,
Serbia and Montenegro,1932,
Serbia excluding Kosovo,1932,
Seychelles,1932,
Sierra Leone,1932,
Singapore,1932,580000
Slovak Republic,1932,
Slovenia,1932,
Solomon Islands,1932,
Somalia,1932,
Somaliland,1932,
South Africa,1932,
South Ossetia,1932,
South Sudan,1932,
Spain,1932,23897000
Sri Lanka,1932,5788000
Sudan,1932,
Suriname,1932,
Svalbard,1932,
Swaziland,1932,
Sweden,1932,6162895
Switzerland,1932,4102000
Syria,1932,
Taiwan,1932,4867000
Tajikistan,1932,
Tanzania,1932,
Thailand,1932,13087000
Timor-Leste,1932,
Togo,1932,
Tokelau,1932,
Tonga,1932,
Transnistria,1932,
Trinidad and Tobago,1932,417000
Tunisia,1932,
Turkey,1932,15414000
Turkmenistan,1932,
Turks and Caicos Islands,1932,
Tuvalu,1932,
Uganda,1932,
Ukraine,1932,
United Arab Emirates,1932,
United Kingdom,1932,46335000
United States,1932,125436000
Uruguay,1932,1770000
USSR,1932,176807000
Uzbekistan,1932,
Wallis et Futuna,1932,
Vanuatu,1932,
Venezuela,1932,3368000
West Bank and Gaza,1932,483666
West Germany,1932,
Western Sahara,1932,
Vietnam,1932,
Virgin Islands (U.S.),1932,
Yemen Arab Republic (Former),1932,
Yemen Democratic (Former),1932,
Yemen - Rep.,1932,
Yugoslavia,1932,14819000
Zambia,1932,
Zimbabwe,1932,
Åland,1932,
Abkhazia,1933,
Afghanistan,1933,
Akrotiri and Dhekelia,1933,
Albania,1933,998000
Algeria,1933,
American Samoa,1933,
Andorra,1933,
Angola,1933,
Anguilla,1933,
Antigua and Barbuda,1933,
Argentina,1933,12623000
Armenia,1933,
Aruba,1933,
Australia,1933,6631000
Austria,1933,6746000
Azerbaijan,1933,
Bahamas,1933,
Bahrain,1933,
Bangladesh,1933,
Barbados,1933,
Belarus,1933,
Belgium,1933,8231000
Belize,1933,
Benin,1933,
Bermuda,1933,
Bhutan,1933,
Bolivia,1933,2482000
Bosnia and Herzegovina,1933,
Botswana,1933,
Brazil,1933,35673000
British Virgin Islands,1933,
Brunei,1933,
Bulgaria,1933,6267000
Burkina Faso,1933,
Burundi,1933,
Cambodia,1933,
Cameroon,1933,
Canada,1933,10919000
Cape Verde,1933,
Cayman Islands,1933,
Central African Rep.,1933,
Chad,1933,
Channel Islands,1933,
Chile,1933,4473001
China,1933,500000000
Christmas Island,1933,
Cocos Island,1933,
Colombia,1933,8201000
Comoros,1933,
Congo - Dem. Rep.,1933,
Congo - Rep.,1933,
Cook Islands,1933,
Costa Rica,1933,
Cote d'Ivoire,1933,
Croatia,1933,
Cuba,1933,4060000
Cyprus,1933,
Czech Rep.,1933,
Czechoslovakia,1933,14216000
Denmark,1933,3633000
Djibouti,1933,
Dominica,1933,
Dominican Rep.,1933,1391000
East Germany,1933,
Ecuador,1933,2095000
Egypt,1933,
El Salvador,1933,
Equatorial Guinea,1933,
Eritrea,1933,
Eritrea and Ethiopia,1933,
Estonia,1933,
Ethiopia,1933,
Faeroe Islands,1933,
Falkland Islands (Malvinas),1933,
